City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
617,Puerto Leguizamo,CO,74.05,scattered clouds,-0.1934,-74.7819,la casona de juancho
619,Alice Town,BS,74.12,clear sky,25.7167,-79.3,Bimini Big Game Club Resort & Marina
621,Ribas Do Rio Pardo,BR,74.84,clear sky,-20.4431,-53.7592,Pousada Avenida
622,Petrolina,BR,71.65,moderate rain,-9.3986,-40.5008,JB Hotel
624,Americus,US,66.33,clear sky,32.0724,-84.2327,Best Western Plus Windsor Hotel
626,Celestun,MX,73.44,clear sky,20.8667,-90.4,Posada Lilia
628,Trairi,BR,80.19,overcast clouds,-3.2778,-39.2689,janelas do mar
629,Umm Lajj,SA,66.99,clear sky,25.0213,37.2685,Moon light Furnished Units
632,Posse,BR,66.88,light rain,-14.0931,-46.3694,Pousada das Palmeiras
636,Bahia Blanca,AR,75.76,clear sky,-38.7196,-62.2724,Hotel Argos
637,Aracuai,BR,65.68,scattered clouds,-16.8497,-42.0703,Village das Minas Hotel
641,Hobyo,SO,77.74,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
645,Mana,GF,76.48,broken clouds,5.6592,-53.7767,LE SAMANA
646,Vredendal,ZA,63.82,scattered clouds,-31.6683,18.5012,Tharrakamma Guest House
648,Itapetinga,BR,67.57,light rain,-15.2489,-40.2478,Hotel Del Rey
650,Hai Duong,VN,68.0,overcast clouds,20.9333,106.3167,Chau A Hotel
653,Lazaro Cardenas,MX,76.42,few clouds,17.9583,-102.2,quinta antigua
660,Avera,US,66.9,clear sky,33.194,-82.5271,
663,Cepu,ID,83.59,overcast clouds,-7.1475,111.5906,OYO 673 Hotel Cepu Indah 1
664,Dickinson,US,73.51,mist,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
665,Saint-Joseph,RE,77.38,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
667,Humaita,BR,78.21,moderate rain,-7.5061,-63.0208,Corrêa Hotel
668,Gunjur,GM,75.27,clear sky,13.2019,-16.7339,Dalaba Eco-Lodge Gambia
669,Kaabong,UG,66.02,broken clouds,3.4836,34.1492,Rock Motel Ltd
670,Camacha,PT,63.82,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
671,Takoradi,GH,79.72,broken clouds,4.8845,-1.7554,Raybow International Hotel
673,Antofagasta,CL,65.48,overcast clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
674,Kayes,ML,75.47,overcast clouds,14.0,-11.0,
675,Dangriga,BZ,75.97,scattered clouds,16.9692,-88.2321,Chaleanor Hotel
676,Buta,CD,70.0,light rain,2.7858,24.73,HOTEL BISO NA BISO
677,Santa Isabel Do Rio Negro,BR,75.79,overcast clouds,-0.4139,-65.0192,Hotel GSA
678,Menongue,AO,63.91,overcast clouds,-14.6585,17.691,Ritz Lauca
679,Bowling Green,US,66.13,few clouds,36.9903,-86.4436,Hilton Garden Inn Bowling Green
680,Prachin Buri,TH,77.25,few clouds,14.0833,101.6667,Hillside Country Home Golf & Resort
681,Kindu,CD,69.35,overcast clouds,-2.95,25.95,Résidence Okanda
684,Galeana,MX,60.64,clear sky,24.8333,-100.0667,Mirador
687,Sao Joao Da Barra,BR,69.37,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
